UTCDate,UTCTime,wdmin(D),wdavg(D),wdmax(D),wsmin(ms-1),wsavg(ms-1),wsmax(ms-1),Tout,RH,Pout,rainaccum(mm),raindur(s),rainintensity(mmh-1),hailaccum(hitscm-2), haildur(s),hailintensity(hitscm-2h-1),rainpkintensity(mmh-1),hailpkintensiy(hitscm-2)
2017/10/20,13:19:53.700201,303,315,340,1.1,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:19:58.699201,313,327,340,1.2,1.5,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:03.700201,283,296,323,1.0,1.5,1.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:08.699201,241,300,354,0.3,0.8,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:13.699201,120,017,286,0.2,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:18.699201,240,240,284,0.5,1.1,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:23.699201,131,014,247,0.1,0.4,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:28.699201,014,342,310,0.3,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:32.738201,0,0,0,0,0,0,12.4,53.3,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:20:33.699201,320,335,343,0.5,1.0,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:38.699201,321,338,357,0.8,1.1,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:43.699201,334,347,356,0.8,1.2,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:48.699201,316,334,351,0.8,1.0,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:53.699201,312,336,349,1.3,1.5,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:20:58.699201,321,329,349,1.2,1.4,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:03.699201,314,329,336,1.3,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:08.699201,326,332,339,1.2,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:13.699201,307,317,328,0.8,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:18.699201,296,319,346,0.5,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:23.699201,002,296,226,0.2,0.6,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:28.699201,089,345,325,0.1,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:32.738201,0,0,0,0,0,0,12.4,52.1,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:21:33.699201,228,319,348,0.1,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:38.699201,121,357,286,0.1,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:43.700201,055,139,212,0.1,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:48.699201,087,003,282,0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:53.699201,108,335,282,0.3,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:21:58.699201,330,344,000,0.8,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:03.699201,330,340,000,1.1,1.3,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:08.699201,315,330,339,1.0,1.4,1.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:13.699201,008,336,295,0.3,0.7,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:18.699201,324,333,350,0.5,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:23.698201,316,327,341,0.8,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:28.698201,312,322,332,1.1,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:32.737201,0,0,0,0,0,0,12.5,52.4,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:22:33.698201,313,321,327,1.1,1.3,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:38.699201,319,326,333,0.9,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:43.699201,297,311,318,1.1,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:48.699201,304,315,328,1.1,1.3,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:53.699201,306,320,331,1.0,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:22:58.699201,108,014,275,0.1,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:03.698201,117,011,322,0.2,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:08.698201,314,327,346,0.7,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:13.698201,314,331,000,1.0,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:18.699201,279,323,322,0.2,0.9,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:23.698201,301,325,340,1.0,1.3,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:28.698201,321,332,347,1.5,1.7,1.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:32.737201,0,0,0,0,0,0,12.5,53.9,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:23:33.698201,322,338,348,1.7,2.0,2.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:38.698201,311,327,344,1.3,1.6,2.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:43.698201,318,329,343,0.9,1.3,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:48.698201,327,337,346,1.0,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:53.698201,323,337,346,1.1,1.2,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:23:58.698201,006,351,331,0.5,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:03.698201,318,335,354,0.3,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:08.698201,321,335,342,0.3,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:13.698201,091,015,321,0.3,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:18.698201,129,037,301,0.0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:23.698201,117,209,321,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:28.698201,205,226,275,0.0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:32.737201,0,0,0,0,0,0,12.5,51.7,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:24:33.698201,083,122,225,0.1,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:38.698201,116,022,333,0.1,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:43.698201,029,328,291,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:48.698201,291,332,343,0.5,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:53.698201,282,323,000,0.3,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:24:58.698201,268,148,346,0.0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:03.698201,117,326,174,0.2,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:08.698201,019,000,346,0.5,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:13.698201,324,331,346,0.7,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:18.698201,319,329,338,0.6,1.0,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:23.698201,321,328,345,0.3,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:28.698201,033,332,252,0.2,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:32.736201,0,0,0,0,0,0,12.6,52.0,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:25:33.698201,110,318,184,0.3,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:38.698201,099,049,326,0.1,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:43.698201,002,333,313,0.3,0.9,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:48.697201,306,319,336,0.7,0.9,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:53.697201,307,319,324,0.7,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:25:58.697201,317,327,337,1.0,1.3,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:03.698201,312,324,331,1.3,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:08.697201,320,331,337,1.2,1.4,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:13.697201,323,330,335,1.2,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:18.697201,323,325,329,1.1,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:23.697201,321,332,347,1.4,1.5,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:28.697201,308,320,338,1.1,1.3,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:32.736201,0,0,0,0,0,0,12.6,51.2,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:26:33.698201,305,322,338,1.3,1.5,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:38.697201,309,317,343,1.1,1.4,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:43.697201,320,330,340,0.9,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:48.697201,299,322,343,1.0,1.2,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:53.697201,325,333,349,0.8,1.0,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:26:58.697201,324,335,354,0.7,0.9,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:03.697201,118,308,298,0.3,0.7,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:08.697201,337,340,344,1.2,1.7,1.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:13.697201,309,315,321,1.4,1.5,1.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:18.697201,305,319,338,1.2,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:23.697201,307,324,333,1.6,1.8,2.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:28.697201,316,326,340,1.4,1.8,2.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:32.736201,0,0,0,0,0,0,12.6,51.0,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:27:33.697201,312,319,325,1.3,1.5,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:38.697201,321,331,337,1.3,1.6,2.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:43.697201,312,326,337,1.4,1.7,2.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:48.697201,307,317,326,1.4,1.7,1.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:53.697201,314,333,341,0.8,1.3,1.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:27:58.697201,306,327,337,0.6,1.0,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:03.697201,297,330,344,0.4,0.9,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:08.697201,312,332,348,0.2,1.1,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:13.697201,310,324,343,0.3,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:18.697201,311,330,348,0.4,0.9,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:23.697201,327,337,351,0.9,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:28.696201,310,332,343,0.6,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:32.736201,0,0,0,0,0,0,12.6,51.4,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:28:33.697201,327,336,350,1.0,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:38.697201,326,335,356,0.9,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:43.697201,332,337,356,1.1,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:48.696201,330,340,353,1.3,1.4,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:53.697201,329,337,349,1.0,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:28:58.697201,308,329,000,0.1,0.5,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:03.697201,125,041,150,0.1,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:08.697201,299,355,335,0.2,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:13.696201,147,315,312,0.2,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:18.696201,008,348,315,0.5,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:23.696201,328,339,348,0.9,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:28.696201,318,335,349,0.7,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:32.735201,0,0,0,0,0,0,12.6,51.3,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:29:33.696201,328,338,348,0.8,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:38.696201,324,335,346,0.8,1.0,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:43.696201,334,343,352,1.0,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:48.696201,339,348,353,1.0,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:53.696201,331,346,355,0.7,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:29:58.696201,325,335,348,0.8,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:03.696201,325,343,354,0.9,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:08.696201,318,332,338,1.0,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:13.696201,314,328,341,1.1,1.2,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:18.696201,317,332,346,1.0,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:23.696201,309,321,335,0.5,0.7,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:28.696201,316,329,340,0.6,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:32.735201,0,0,0,0,0,0,12.6,51.1,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:30:33.696201,328,333,341,1.0,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:38.696201,320,331,343,0.7,0.9,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:43.696201,308,326,345,0.6,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:48.696201,311,335,353,0.6,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:53.696201,172,347,348,0.1,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:30:58.696201,172,318,340,0.2,0.7,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:03.696201,317,332,346,0.5,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:08.696201,325,335,342,1.0,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:13.696201,302,310,331,0.7,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:18.696201,305,330,340,0.9,1.2,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:23.696201,328,334,339,1.2,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:28.696201,320,331,343,1.2,1.3,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:32.734201,0,0,0,0,0,0,12.7,51.0,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:31:33.696201,306,326,343,0.8,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:38.696201,322,332,340,0.8,1.1,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:43.696201,312,323,332,1.1,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:48.696201,296,306,325,0.9,1.1,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:53.695201,315,329,346,0.6,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:31:58.696201,327,333,341,0.8,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:03.695201,314,325,335,0.8,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:08.695201,320,330,339,0.8,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:13.695201,314,323,329,0.7,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:18.695201,319,326,330,0.7,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:23.696201,313,325,330,0.6,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:28.695201,312,326,342,0.2,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:32.734201,0,0,0,0,0,0,12.7,50.8,1004.5,0,0,0,0,0,0,0,0
2017/10/20,13:32:33.696201,299,316,340,0.3,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:38.695201,302,320,331,0.7,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:43.695201,320,331,343,0.6,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:48.695201,311,320,331,0.5,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:53.695201,312,330,350,0.5,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:32:58.695201,313,330,342,0.7,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:03.695201,292,316,335,0.8,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:08.695201,014,315,239,0.2,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:13.695201,284,310,353,0.5,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:18.695201,325,338,353,0.7,1.0,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:23.695201,321,329,341,0.9,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:28.695201,322,332,335,0.9,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:32.734201,0,0,0,0,0,0,12.7,51.0,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:33:33.695201,287,309,318,0.8,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:38.695201,307,329,343,0.6,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:43.695201,337,344,354,0.9,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:48.695201,314,323,341,1.2,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:53.695201,291,297,301,1.0,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:33:58.695201,301,316,330,0.9,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:03.695201,299,311,318,0.9,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:08.695201,296,312,327,0.7,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:13.695201,299,321,336,0.7,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:18.695201,303,313,321,0.6,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:23.695201,128,330,330,0.5,0.8,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:28.694201,322,330,346,1.0,1.0,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:32.734201,0,0,0,0,0,0,12.8,50.6,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:34:33.695201,320,324,334,0.9,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:38.695201,304,317,325,0.6,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:43.695201,293,312,330,0.6,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:48.695201,295,308,325,0.5,0.7,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:53.694201,228,296,342,0.2,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:34:58.694201,330,336,341,0.7,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:03.695201,087,338,317,0.1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:08.694201,144,224,330,0.0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:13.694201,317,003,354,0.1,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:18.695201,051,309,269,0.2,0.6,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:23.695201,256,276,295,0.6,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:28.694201,283,292,301,0.6,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:32.733201,0,0,0,0,0,0,12.9,50.6,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:35:33.695201,252,271,288,0.2,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:38.694201,254,295,347,0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:43.694201,282,311,356,0.5,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:48.694201,297,308,324,0.3,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:53.694201,300,317,347,0.3,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:35:58.694201,013,304,266,0.3,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:03.694201,015,355,340,0.6,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:08.694201,330,337,346,0.5,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:13.694201,328,345,358,0.7,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:18.694201,335,341,348,0.6,0.7,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:23.694201,313,327,346,0.5,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:28.694201,314,331,344,0.6,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:32.733201,0,0,0,0,0,0,12.9,50.1,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:36:33.694201,317,328,350,0.8,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:38.694201,325,122,330,0.2,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:43.694201,335,339,355,0.3,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:48.694201,330,339,352,1.0,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:53.694201,301,326,338,0.9,1.2,1.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:36:58.694201,312,322,346,0.5,0.7,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:03.694201,324,332,343,0.7,0.9,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:08.694201,232,301,331,0.2,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:13.694201,297,337,000,0.3,0.7,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:18.694201,010,353,330,0.5,0.7,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:23.694201,091,001,328,0.8,1.0,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:28.694201,002,316,190,0.1,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:32.733201,0,0,0,0,0,0,13.0,50.9,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:37:33.694201,057,346,319,0.3,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:38.694201,297,320,342,0.6,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:43.694201,316,324,341,0.8,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:48.693201,316,325,334,0.6,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:53.694201,312,325,336,0.6,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:37:58.693201,269,318,338,0.1,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:03.694201,326,335,338,1.2,1.6,1.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:08.693201,336,339,342,1.3,1.5,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:13.694201,305,328,343,0.5,1.0,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:18.693201,305,322,353,0.4,0.7,1.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:23.693201,293,298,330,0.2,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:28.693201,006,322,283,0.2,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:32.732201,0,0,0,0,0,0,13.0,50.1,1004.4,0,0,0,0,0,0,0,0
2017/10/20,13:38:33.693201,311,324,330,0.4,0.7,1.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:38.693201,303,332,345,1.2,1.5,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,13:38:43.693201,305,317,322,1.1,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0
