UTCDate,UTCTime,wdmin(D),wdavg(D),wdmax(D),wsmin(ms-1),wsavg(ms-1),wsmax(ms-1),Tout,RH,Pout,rainaccum(mm),raindur(s),rainintensity(mmh-1),hailaccum(hitscm-2), haildur(s),hailintensity(hitscm-2h-1),rainpkintensity(mmh-1),hailpkintensiy(hitscm-2)
2017/10/20,17:03:03.629201,088,141,211,0.7,1.4,2.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:08.630201,154,183,211,0.7,1.6,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:13.629201,165,193,217,1.1,2.3,3.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:18.629201,231,256,279,1.4,3.5,4.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:23.630201,243,257,269,2.8,3.8,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:28.629201,217,226,243,2.7,2.8,3.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:32.668201,0,0,0,0,0,0,15.4,48.2,1003.8,0,0,0,0,0,0,0,0
2017/10/20,17:03:33.629201,167,181,230,2.7,3.6,4.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:38.630201,108,209,278,0.7,1.5,2.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:43.629201,108,184,230,1.4,2.2,3.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:48.629201,106,194,270,0.7,1.9,4.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:53.629201,080,208,255,0.7,1.9,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:03:58.629201,170,205,277,2.2,3.6,4.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:03.629201,135,179,209,1.9,3.4,5.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:08.630201,188,249,337,0.9,1.7,5.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:13.629201,175,214,290,1.0,2.1,4.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:18.629201,192,211,224,1.8,2.7,3.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:23.629201,077,244,257,1.2,2.4,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:28.629201,070,194,266,0.7,1.8,2.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:32.668201,0,0,0,0,0,0,15.5,48.0,1003.8,0,0,0,0,0,0,0,0
2017/10/20,17:04:33.629201,218,242,314,0.8,1.4,2.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:38.629201,160,219,280,1.1,1.5,2.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:43.629201,165,193,232,2.3,3.8,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:48.629201,142,184,200,2.0,3.4,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:53.629201,105,171,211,1.6,3.1,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:04:58.629201,159,190,228,2.1,3.2,4.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:03.629201,163,180,190,2.1,2.8,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:08.629201,077,142,184,1.2,1.9,2.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:13.629201,081,174,213,1.1,1.6,2.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:18.629201,155,181,193,2.4,3.7,4.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:23.629201,186,216,235,2.1,3.1,4.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:28.628201,125,241,321,0.5,0.8,1.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:32.667201,0,0,0,0,0,0,15.6,49.4,1003.8,0,0,0,0,0,0,0,0
2017/10/20,17:05:33.628201,081,144,219,0.6,1.6,3.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:38.628201,145,177,207,1.3,2.2,3.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:43.629201,165,184,193,1.2,2.5,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:48.628201,133,165,188,1.8,2.7,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:53.628201,159,165,170,2.8,3.2,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:05:58.629201,148,168,183,2.5,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:03.628201,104,178,224,0.9,1.3,2.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:08.628201,165,200,218,1.4,3.2,4.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:13.629201,190,261,344,1.1,1.6,2.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:18.628201,185,240,303,0.6,0.9,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:23.628201,011,136,303,0.2,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:28.629201,061,188,202,0.3,1.0,1.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:32.667201,0,0,0,0,0,0,15.7,48.2,1003.8,0,0,0,0,0,0,0,0
2017/10/20,17:06:33.628201,166,173,183,1.1,3.8,4.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:38.628201,175,202,212,4.0,4.6,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:43.629201,196,201,208,4.8,5.0,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:48.628201,192,197,200,4.8,5.1,5.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:53.628201,187,190,197,4.4,4.9,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:06:58.629201,188,191,194,4.3,4.7,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:03.628201,158,202,245,2.2,3.0,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:08.628201,176,197,219,2.8,4.6,5.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:13.628201,158,193,207,2.5,4.1,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:18.628201,173,200,216,1.8,4.0,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:23.628201,196,204,210,4.9,5.2,5.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:28.628201,203,207,211,4.5,4.6,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:32.667201,0,0,0,0,0,0,15.7,47.3,1003.8,0,0,0,0,0,0,0,0
2017/10/20,17:07:33.628201,205,211,218,3.8,4.2,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:38.628201,201,213,224,3.3,4.4,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:43.628201,187,205,224,3.3,3.7,3.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:48.628201,150,178,201,2.9,4.2,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:53.628201,170,195,207,3.5,5.0,6.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:07:58.628201,194,199,205,5.7,6.0,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:03.628201,202,216,231,5.1,5.5,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:08.628201,222,236,267,3.7,4.3,4.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:13.628201,197,213,232,2.0,3.5,4.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:18.628201,209,236,271,1.2,2.6,3.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:23.627201,220,249,302,2.1,2.6,3.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:28.628201,156,208,272,1.1,2.5,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:32.667201,0,0,0,0,0,0,15.6,48.6,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:08:33.627201,184,202,210,3.4,4.9,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:38.627201,192,203,208,4.8,5.2,5.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:43.628201,108,193,242,1.0,2.6,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:48.628201,221,294,317,0.9,1.6,2.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:53.627201,196,224,312,1.3,2.6,4.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:08:58.628201,156,213,322,1.5,2.5,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:03.627201,138,193,305,0.5,1.4,2.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:08.627201,179,210,300,1.8,4.4,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:13.627201,189,198,204,4.0,4.8,5.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:18.628201,194,199,204,4.3,5.4,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:23.627201,184,195,199,4.0,4.5,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:28.627201,193,201,208,4.2,6.2,6.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:32.666201,0,0,0,0,0,0,15.6,46.5,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:09:33.628201,188,195,199,4.9,5.7,6.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:38.627201,192,198,203,5.5,5.8,6.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:43.627201,198,201,203,5.6,5.8,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:48.627201,185,199,209,5.0,5.7,6.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:53.627201,185,207,215,4.2,4.9,5.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:09:58.627201,194,198,202,4.8,5.1,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:03.628201,159,191,206,3.6,5.2,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:08.627201,144,172,200,3.2,4.5,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:13.627201,188,192,195,3.6,4.8,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:18.628201,194,203,207,4.4,4.7,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:23.627201,205,209,214,4.6,4.8,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:28.627201,199,204,210,5.0,5.6,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:32.666201,0,0,0,0,0,0,15.5,46.9,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:10:33.627201,191,200,204,5.1,5.5,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:38.627201,170,200,210,3.3,4.9,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:43.627201,194,212,229,4.0,5.5,6.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:48.627201,169,220,338,1.1,2.9,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:53.627201,200,208,224,3.0,5.0,5.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:10:58.627201,203,209,211,5.0,5.5,5.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:03.627201,195,203,213,5.0,5.3,5.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:08.627201,199,203,210,4.9,5.2,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:13.627201,190,201,212,5.1,5.5,5.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:18.627201,200,216,232,3.1,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:23.627201,161,193,212,1.7,3.0,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:28.626201,199,203,207,4.7,5.4,5.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:32.666201,0,0,0,0,0,0,15.4,47.2,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:11:33.627201,204,220,233,3.1,5.2,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:38.627201,219,227,233,4.1,4.6,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:43.626201,174,216,292,0.6,1.7,4.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:48.627201,197,210,218,3.9,5.5,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:53.627201,176,220,256,2.2,4.1,5.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:11:58.627201,198,216,229,3.1,4.6,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:03.627201,193,214,252,3.1,5.6,6.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:08.629201,185,208,217,3.1,6.4,7.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:13.626201,200,204,210,6.0,6.5,7.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:18.626201,195,211,223,2.9,4.8,6.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:23.627201,162,194,211,3.7,5.5,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:28.626201,166,183,206,2.9,4.5,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:32.665201,0,0,0,0,0,0,15.4,46.5,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:12:33.626201,179,193,206,5.3,5.7,6.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:38.627201,180,194,213,5.3,5.7,6.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:43.626201,195,200,203,5.5,6.2,6.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:48.626201,196,200,203,6.0,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:53.626201,197,200,202,6.1,6.2,6.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:12:58.626201,192,197,203,5.6,6.0,6.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:03.626201,197,198,200,5.1,5.4,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:08.626201,192,199,206,5.0,5.4,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:13.626201,187,195,201,4.8,5.5,6.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:18.626201,199,203,211,5.0,5.2,5.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:23.626201,208,211,221,5.5,5.9,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:28.626201,197,202,211,4.8,5.2,5.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:32.665201,0,0,0,0,0,0,15.4,45.6,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:13:33.626201,209,213,217,5.0,5.3,5.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:38.627201,188,194,198,4.8,5.1,5.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:43.626201,191,196,203,4.4,4.8,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:48.626201,181,201,218,3.6,5.0,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:53.626201,185,199,217,4.8,5.5,5.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:13:58.626201,205,208,213,5.7,6.1,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:03.626201,205,210,213,4.4,5.7,6.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:08.626201,203,207,209,6.2,6.3,6.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:13.626201,191,199,202,4.5,5.6,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:18.626201,174,181,194,4.2,4.7,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:23.626201,182,198,228,2.1,3.9,4.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:28.626201,188,197,205,4.2,4.8,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:32.665201,0,0,0,0,0,0,15.3,43.9,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:14:33.626201,160,200,225,2.8,4.0,5.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:38.626201,183,198,216,4.0,4.5,5.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:43.626201,162,203,226,1.8,3.6,4.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:48.626201,121,215,271,1.5,3.2,4.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:53.626201,207,219,228,2.5,3.4,3.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:14:58.626201,192,228,310,0.8,3.0,4.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:03.626201,186,216,286,1.3,3.1,5.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:08.625201,204,216,234,2.5,3.8,5.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:13.626201,216,229,249,3.3,4.0,4.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:18.626201,199,215,227,3.6,4.0,4.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:23.626201,162,183,204,2.2,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:28.626201,105,172,214,0.7,2.5,6.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:32.664201,0,0,0,0,0,0,15.4,46.0,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:15:33.625201,184,193,199,5.2,5.4,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:38.625201,196,206,217,2.7,5.3,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:43.626201,206,212,229,5.4,6.3,6.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:48.625201,164,184,206,4.2,5.1,6.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:53.625201,155,178,216,1.4,3.2,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:15:58.626201,149,188,214,2.4,4.5,6.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:03.625201,141,183,199,1.9,3.4,6.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:08.625201,190,196,201,4.9,5.6,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:13.626201,196,213,220,5.5,5.9,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:18.625201,221,237,255,2.7,4.2,5.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:23.625201,173,224,280,2.7,4.2,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:28.625201,184,194,201,3.4,5.0,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:32.664201,0,0,0,0,0,0,15.4,42.5,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:16:33.626201,199,205,209,5.3,5.5,5.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:38.625201,199,208,227,4.8,5.2,5.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:43.625201,185,196,227,3.3,4.4,5.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:48.626201,160,192,205,4.0,4.8,5.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:53.625201,191,199,205,4.3,4.7,5.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:16:58.625201,176,190,200,3.3,4.6,5.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:03.625201,189,192,196,3.6,4.0,4.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:08.625201,170,177,189,2.4,2.9,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:13.625201,121,167,211,2.0,2.9,3.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:18.625201,098,115,187,0.4,0.9,1.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:23.625201,166,186,223,0.6,1.6,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:28.625201,167,190,211,1.6,2.9,3.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:32.664201,0,0,0,0,0,0,15.5,46.9,1003.7,0,0,0,0,0,0,0,0
2017/10/20,17:17:33.626201,196,210,224,3.6,4.1,4.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:38.625201,195,210,218,3.2,3.8,4.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:43.625201,204,215,226,2.4,3.6,4.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:48.625201,212,227,285,1.9,3.1,4.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:53.625201,212,243,285,1.3,2.4,3.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:17:58.625201,202,222,232,3.0,3.9,4.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:03.625201,200,220,247,1.5,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:08.625201,209,249,296,0.8,1.6,2.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:13.625201,209,258,316,1.2,1.8,2.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:18.625201,208,227,253,3.1,3.9,4.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:23.625201,219,229,250,3.7,4.9,5.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:28.624201,170,234,313,0.9,2.1,3.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:32.664201,0,0,0,0,0,0,15.7,48.6,1003.6,0,0,0,0,0,0,0,0
2017/10/20,17:18:33.625201,190,206,219,3.4,4.1,5.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:38.625201,198,212,245,1.6,4.0,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:43.625201,196,229,276,1.2,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:48.625201,174,223,274,0.9,1.3,1.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:53.625201,220,233,273,1.5,2.9,4.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:18:58.625201,225,230,235,3.6,3.8,4.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:03.625201,221,228,243,3.0,3.6,4.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:08.625201,229,245,290,1.9,3.4,4.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:13.624201,197,245,347,0.8,1.3,1.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:18.625201,189,216,261,1.4,2.2,4.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:23.624201,195,199,204,4.6,5.7,6.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:28.624201,184,215,272,0.7,3.1,5.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:32.663201,0,0,0,0,0,0,15.8,46.5,1003.6,0,0,0,0,0,0,0,0
2017/10/20,17:19:33.625201,232,278,321,2.5,3.3,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:38.625201,122,327,272,0.8,1.9,2.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:43.625201,185,216,276,1.2,2.3,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:48.625201,221,228,231,3.2,4.0,4.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:53.625201,222,225,228,2.8,3.3,4.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:19:58.624201,224,229,260,2.3,2.9,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:03.624201,178,233,289,0.5,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:08.625201,105,203,253,0.6,2.2,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:13.624201,196,240,288,1.8,3.4,4.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:18.624201,047,191,305,0.8,1.4,2.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:23.624201,190,230,274,1.1,3.4,4.7,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:28.624201,211,215,225,3.1,3.4,3.8,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:32.663201,0,0,0,0,0,0,15.8,46.5,1003.6,0,0,0,0,0,0,0,0
2017/10/20,17:20:33.624201,203,215,265,2.0,2.4,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:38.624201,212,246,267,1.7,2.2,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:43.624201,145,181,212,2.0,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:48.624201,175,187,192,3.3,3.7,4.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:53.625201,191,216,232,3.6,4.3,4.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:20:58.624201,181,227,278,1.1,2.3,3.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:03.624201,180,205,231,3.3,4.0,4.9,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:08.624201,147,203,242,2.0,2.4,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:13.624201,174,205,251,0.7,1.6,3.1,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:18.624201,087,168,212,1.0,2.1,3.5,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:23.624201,101,133,200,1.1,1.8,3.3,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:28.624201,020,127,258,0.5,0.9,1.4,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:32.663201,0,0,0,0,0,0,15.9,46.3,1003.6,0,0,0,0,0,0,0,0
2017/10/20,17:21:33.624201,129,188,205,0.5,1.8,2.6,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:38.624201,136,155,178,0.5,2.1,3.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:43.624201,120,144,157,2.3,3.4,4.0,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:48.624201,132,166,200,0.7,1.9,3.2,0,0,0,0,0,0,0,0,0,0,0
2017/10/20,17:21:53.624201,176,185,190,2.1,2.7,3.2,0,0,0,0,0,0,0,0,0,0,0
